TimeStamp,HK_id,PinPullerTemp,OpticsTemp,LEXIbaseTemp,HVsupplyTemp,+5.2V_Imon,+10V_Imon,+3.3V_Imon,AnodeVoltMon,+28V_Imon,ADC_Ground,Cmd_count,Pinpuller_Armed,Unused,Unused,HVmcpAuto,HVmcpMan,DeltaEvntCount,DeltaDroppedCount,DeltaLostevntCount
175388999.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,0.82792192,nan,nan,nan,nan,nan,nan,nan,43.0,0.0,0.0
175389999.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,43.0,0.0,0.0
175390999.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,42.0,0.0,0.0
175391999.0,11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,26.0,0.0,0.0
175392999.0,0.0,-273.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,48.0,0.0,0.0
175393999.0,1.0,nan,-268.486064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42.0,0.0,0.0
175394999.0,2.0,nan,nan,31.745728000000017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,44.0,0.0,0.0
175395999.0,3.0,nan,nan,nan,32.95678400000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38.0,0.0,0.0
175396999.0,4.0,nan,nan,nan,nan,1.23747904,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,45.0,0.0,0.0
175397999.0,5.0,nan,nan,nan,nan,nan,0.00220192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42.0,0.0,0.0
175398999.0,6.0,nan,nan,nan,nan,nan,nan,0.37762928,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.0,0.0,0.0
175399999.0,7.0,nan,nan,nan,nan,nan,nan,nan,0.0033028800000000002,nan,nan,nan,nan,nan,nan,nan,nan,43.0,0.0,0.0
175400999.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,0.82682096,nan,nan,nan,nan,nan,nan,nan,43.0,0.0,0.0
175401999.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,36.0,0.0,0.0
175402999.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,30.0,0.0,0.0
175403999.0,11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,50.0,0.0,0.0
175404999.0,0.0,-273.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.0,0.0,0.0
175405999.0,1.0,nan,-268.486064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33.0,0.0,0.0
175406999.0,2.0,nan,nan,31.745728000000017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.0,0.0,0.0
175407999.0,3.0,nan,nan,nan,33.06688000000002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,48.0,0.0,0.0
175408999.0,4.0,nan,nan,nan,nan,1.27050784,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.0,0.0,0.0
175409999.0,5.0,nan,nan,nan,nan,nan,0.00220192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.0,0.0,0.0
175410999.0,6.0,nan,nan,nan,nan,nan,nan,0.37762928,nan,nan,nan,nan,nan,nan,nan,nan,nan,35.0,0.0,0.0
175411999.0,7.0,nan,nan,nan,nan,nan,nan,nan,0.0033028800000000002,nan,nan,nan,nan,nan,nan,nan,nan,42.0,0.0,0.0
175412999.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,0.8301238400000001,nan,nan,nan,nan,nan,nan,nan,42.0,0.0,0.0
175413999.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,48.0,0.0,0.0
175414999.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,40.0,0.0,0.0
175415999.0,11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,36.0,0.0,0.0
175416999.0,0.0,-273.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,48.0,0.0,0.0
175417999.0,1.0,nan,-268.486064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.0,0.0,0.0
175418999.0,2.0,nan,nan,31.745728000000017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,46.0,0.0,0.0
175419999.0,3.0,nan,nan,nan,32.846688000000015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.0,0.0,0.0
175420999.0,4.0,nan,nan,nan,nan,1.2330752,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.0,0.0,0.0
175421999.0,5.0,nan,nan,nan,nan,nan,0.00220192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42.0,0.0,0.0
175422999.0,6.0,nan,nan,nan,nan,nan,nan,0.37762928,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.0,0.0,0.0
175423999.0,7.0,nan,nan,nan,nan,nan,nan,nan,0.0033028800000000002,nan,nan,nan,nan,nan,nan,nan,nan,30.0,0.0,0.0
175424999.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,0.82682096,nan,nan,nan,nan,nan,nan,nan,38.0,0.0,0.0
175425999.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,49.0,0.0,0.0
175426999.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,39.0,0.0,0.0
175427999.0,11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,42.0,0.0,0.0
175428999.0,0.0,-273.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35.0,0.0,0.0
175429999.0,1.0,nan,-268.486064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.0,0.0,0.0
175430999.0,2.0,nan,nan,31.745728000000017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33.0,0.0,0.0
175431999.0,3.0,nan,nan,nan,32.95678400000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,45.0,0.0,0.0
175432999.0,4.0,nan,nan,nan,nan,1.25069056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,46.0,0.0,0.0
175433999.0,5.0,nan,nan,nan,nan,nan,0.00220192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38.0,0.0,0.0
175434999.0,6.0,nan,nan,nan,nan,nan,nan,0.37652832,nan,nan,nan,nan,nan,nan,nan,nan,nan,46.0,0.0,0.0
175435999.0,7.0,nan,nan,nan,nan,nan,nan,nan,0.0033028800000000002,nan,nan,nan,nan,nan,nan,nan,nan,37.0,0.0,0.0
175436999.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,0.82682096,nan,nan,nan,nan,nan,nan,nan,38.0,0.0,0.0
175437999.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,37.0,0.0,0.0
175438999.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,39.0,0.0,0.0
175439999.0,11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,28.0,0.0,0.0
175440999.0,0.0,-273.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,49.0,0.0,0.0
175441999.0,1.0,nan,-268.375968,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,48.0,0.0,0.0
175442999.0,2.0,nan,nan,31.745728000000017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.0,0.0,0.0
175443999.0,3.0,nan,nan,nan,32.95678400000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34.0,0.0,0.0
175444999.0,4.0,nan,nan,nan,nan,1.2330752,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50.0,0.0,0.0
175445999.0,5.0,nan,nan,nan,nan,nan,0.00220192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.0,0.0,0.0
175446999.0,6.0,nan,nan,nan,nan,nan,nan,0.37652832,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.0,0.0,0.0
175447999.0,7.0,nan,nan,nan,nan,nan,nan,nan,0.0033028800000000002,nan,nan,nan,nan,nan,nan,nan,nan,31.0,0.0,0.0
175448999.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,0.82682096,nan,nan,nan,nan,nan,nan,nan,44.0,0.0,0.0
175449999.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,32.0,0.0,0.0
175450999.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,36.0,0.0,0.0
175451999.0,11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,33.0,0.0,0.0
175452999.0,0.0,-273.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,49.0,0.0,0.0
175453999.0,1.0,nan,-268.59616,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52.0,0.0,0.0
175454999.0,2.0,nan,nan,31.745728000000017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34.0,0.0,0.0
175455999.0,3.0,nan,nan,nan,32.95678400000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,47.0,0.0,0.0
175456999.0,4.0,nan,nan,nan,nan,1.24078192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35.0,0.0,0.0
175457999.0,5.0,nan,nan,nan,nan,nan,0.00220192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34.0,0.0,0.0
175458999.0,6.0,nan,nan,nan,nan,nan,nan,0.37762928,nan,nan,nan,nan,nan,nan,nan,nan,nan,25.0,0.0,0.0
175459999.0,7.0,nan,nan,nan,nan,nan,nan,nan,0.0033028800000000002,nan,nan,nan,nan,nan,nan,nan,nan,39.0,0.0,0.0
175460999.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,0.82572,nan,nan,nan,nan,nan,nan,nan,40.0,0.0,0.0
175461999.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,32.0,0.0,0.0
175462999.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,42.0,0.0,0.0
175463999.0,11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,43.0,0.0,0.0
175464999.0,0.0,-273.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.0,0.0,0.0
175465999.0,1.0,nan,-268.486064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38.0,0.0,0.0
175466999.0,2.0,nan,nan,31.745728000000017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33.0,0.0,0.0
175467999.0,3.0,nan,nan,nan,33.06688000000002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38.0,0.0,0.0
175468999.0,4.0,nan,nan,nan,nan,1.23968096,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,45.0,0.0,0.0
175469999.0,5.0,nan,nan,nan,nan,nan,0.00220192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.0,0.0,0.0
175470999.0,6.0,nan,nan,nan,nan,nan,nan,0.37652832,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.0,0.0,0.0
175471999.0,7.0,nan,nan,nan,nan,nan,nan,nan,0.0033028800000000002,nan,nan,nan,nan,nan,nan,nan,nan,47.0,0.0,0.0
175472999.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,0.82461904,nan,nan,nan,nan,nan,nan,nan,46.0,0.0,0.0
175473999.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,36.0,0.0,0.0
175474999.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,31.0,0.0,0.0
175475999.0,11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,46.0,0.0,0.0
175476999.0,0.0,-273.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.0,0.0,0.0
175477999.0,1.0,nan,-268.486064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38.0,0.0,0.0
175478999.0,2.0,nan,nan,31.745728000000017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.0,0.0,0.0
175479999.0,3.0,nan,nan,nan,33.06688000000002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,46.0,0.0,0.0
175480999.0,4.0,nan,nan,nan,nan,1.24188288,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.0,0.0,0.0
175481999.0,5.0,nan,nan,nan,nan,nan,0.00220192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43.0,0.0,0.0
175482999.0,6.0,nan,nan,nan,nan,nan,nan,0.37762928,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.0,0.0,0.0
175483999.0,7.0,nan,nan,nan,nan,nan,nan,nan,0.0033028800000000002,nan,nan,nan,nan,nan,nan,nan,nan,33.0,0.0,0.0
175484999.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,0.82682096,nan,nan,nan,nan,nan,nan,nan,44.0,0.0,0.0
175485999.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,29.0,0.0,0.0
175486999.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,36.0,0.0,0.0
175487999.0,11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,29.0,0.0,0.0
175488999.0,0.0,-273.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43.0,0.0,0.0
175489999.0,1.0,nan,-268.59616,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.0,0.0,0.0
175490999.0,2.0,nan,nan,31.745728000000017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,47.0,0.0,0.0
175491999.0,3.0,nan,nan,nan,33.06688000000002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.0,0.0,0.0
175492999.0,4.0,nan,nan,nan,nan,1.24078192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.0,0.0,0.0
175493999.0,5.0,nan,nan,nan,nan,nan,0.00220192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.0,0.0,0.0
175494999.0,6.0,nan,nan,nan,nan,nan,nan,0.37762928,nan,nan,nan,nan,nan,nan,nan,nan,nan,49.0,0.0,0.0
175495999.0,7.0,nan,nan,nan,nan,nan,nan,nan,0.0033028800000000002,nan,nan,nan,nan,nan,nan,nan,nan,42.0,0.0,0.0
175496999.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,0.82572,nan,nan,nan,nan,nan,nan,nan,47.0,0.0,0.0
175497999.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,32.0,0.0,0.0
175498999.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,41.0,0.0,0.0
175499999.0,11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,38.0,0.0,0.0
175500999.0,0.0,-273.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43.0,0.0,0.0
175501999.0,1.0,nan,-268.486064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25.0,0.0,0.0
175502999.0,2.0,nan,nan,31.745728000000017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43.0,0.0,0.0
175503999.0,3.0,nan,nan,nan,33.06688000000002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.0,0.0,0.0
175504999.0,4.0,nan,nan,nan,nan,1.24298384,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42.0,0.0,0.0
175505999.0,5.0,nan,nan,nan,nan,nan,0.00220192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34.0,0.0,0.0
175506999.0,6.0,nan,nan,nan,nan,nan,nan,0.37762928,nan,nan,nan,nan,nan,nan,nan,nan,nan,42.0,0.0,0.0
175508746.0,1.0,nan,162.09939199999997,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,512.0,9216.0,0.0
175508999.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,0.82461904,nan,nan,nan,nan,nan,nan,nan,36.0,0.0,0.0
175509999.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,37.0,0.0,0.0
175510999.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,28.0,0.0,0.0
175511999.0,11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,34.0,0.0,0.0
175512999.0,0.0,-273.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,49.0,0.0,0.0
175513999.0,1.0,nan,-268.375968,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.0,0.0,0.0
175514999.0,2.0,nan,nan,31.745728000000017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,56.0,0.0,0.0
175515999.0,3.0,nan,nan,nan,32.95678400000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.0,0.0,0.0
175516999.0,4.0,nan,nan,nan,nan,1.22977232,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.0,0.0,0.0
175517999.0,5.0,nan,nan,nan,nan,nan,0.00220192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,54.0,0.0,0.0
175518999.0,6.0,nan,nan,nan,nan,nan,nan,0.37762928,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.0,0.0,0.0
175519999.0,7.0,nan,nan,nan,nan,nan,nan,nan,0.0033028800000000002,nan,nan,nan,nan,nan,nan,nan,nan,41.0,0.0,0.0
175520999.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,0.82682096,nan,nan,nan,nan,nan,nan,nan,39.0,0.0,0.0
175521999.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,44.0,0.0,0.0
175522999.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,41.0,0.0,0.0
175523999.0,11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,40.0,0.0,0.0
175524999.0,0.0,-273.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.0,0.0,0.0
175525999.0,1.0,nan,-268.59616,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34.0,0.0,0.0
175526999.0,2.0,nan,nan,31.745728000000017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43.0,0.0,0.0
175527999.0,3.0,nan,nan,nan,32.95678400000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.0,0.0,0.0
175528999.0,4.0,nan,nan,nan,nan,1.23747904,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.0,0.0,0.0
175529999.0,5.0,nan,nan,nan,nan,nan,0.00220192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23.0,0.0,0.0
175530999.0,6.0,nan,nan,nan,nan,nan,nan,0.37652832,nan,nan,nan,nan,nan,nan,nan,nan,nan,38.0,0.0,0.0
175531999.0,7.0,nan,nan,nan,nan,nan,nan,nan,0.0033028800000000002,nan,nan,nan,nan,nan,nan,nan,nan,35.0,0.0,0.0
175532999.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,0.82792192,nan,nan,nan,nan,nan,nan,nan,40.0,0.0,0.0
175533999.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,46.0,0.0,0.0
175534999.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,33.0,0.0,0.0
175535999.0,11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,32.0,0.0,0.0
175536999.0,0.0,-273.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,47.0,0.0,0.0
175537999.0,1.0,nan,-268.375968,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.0,0.0,0.0
175538999.0,2.0,nan,nan,31.745728000000017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,44.0,0.0,0.0
175539999.0,3.0,nan,nan,nan,32.95678400000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.0,0.0,0.0
175540999.0,4.0,nan,nan,nan,nan,1.24738768,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.0,0.0,0.0
175541999.0,5.0,nan,nan,nan,nan,nan,0.00220192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33.0,0.0,0.0
175542999.0,6.0,nan,nan,nan,nan,nan,nan,0.37652832,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.0,0.0,0.0
